session_id,customer_id,campaign_id,session_date,pages_viewed,converted
4140,441,5,2022-03-28,10,0
4141,56,18,2022-04-17,3,0
4142,859,6,2023-05-27,5,1
4143,1034,9,2022-01-11,5,0
4144,1279,8,2022-06-09,4,1
4145,1234,4,2024-05-06,9,0
4146,1053,1,2022-08-01,3,0
4147,357,14,2024-10-19,7,1
4148,1311,17,2023-04-17,3,1
4149,1096,6,2022-08-30,2,1
4150,696,3,2024-01-14,7,0
4151,293,1,2022-07-26,6,0
4152,199,17,2022-07-27,6,0
4153,58,5,2024-07-29,10,0
4154,925,18,2024-09-01,4,0
4155,892,20,2022-05-23,1,0
4156,805,2,2022-03-05,3,1
4157,292,15,2024-01-13,9,1
4158,1072,14,2024-05-10,7,0
4159,1431,5,2024-09-13,10,1
4160,745,10,2022-08-05,7,1
4161,1240,5,2022-09-20,10,0
4162,1193,6,2024-11-14,2,0
4163,1446,12,2022-11-10,5,0
4164,1041,19,2023-06-29,6,0
4165,1304,18,2022-10-28,1,1
4166,206,10,2024-10-19,4,1
4167,194,8,2024-05-15,10,0
4168,251,19,2022-04-10,1,0
4169,1038,9,2023-03-12,7,1
4170,298,15,2023-11-25,9,1
4171,8,9,2023-05-27,7,0
4172,993,4,2023-01-02,6,1
4173,432,9,2023-07-09,2,1
4174,635,12,2023-03-18,9,0
4175,934,5,2023-09-23,2,0
4176,41,1,2023-02-14,3,1
4177,1288,17,2022-03-06,8,1
4178,412,2,2024-07-31,6,1
4179,364,10,2022-11-28,9,0
4180,18,16,2024-10-26,4,1
4181,79,18,2023-10-26,1,0
4182,632,10,2022-10-25,7,1
4183,635,4,2023-05-03,10,0
4184,452,13,2022-07-09,3,1
4185,435,18,2022-05-18,1,1
4186,632,2,2023-04-28,7,0
4187,790,19,2022-11-04,7,0
4188,1391,4,2024-04-02,2,0
4189,169,2,2024-06-11,8,0
4190,1217,7,2023-09-14,8,0
4191,1489,18,2022-07-31,6,0
4192,415,15,2024-12-16,3,0
4193,931,16,2024-09-25,4,0
4194,1337,5,2022-03-07,10,0
4195,111,20,2023-04-13,7,1
4196,1170,16,2023-12-08,3,1
4197,87,7,2024-01-14,6,1
4198,858,1,2022-03-20,6,1
4199,1369,18,2024-08-23,10,0
4200,1196,16,2024-01-05,9,1
4201,1055,9,2022-12-22,9,1
4202,308,4,2024-02-26,7,1
4203,1048,2,2024-08-31,7,0
4204,296,7,2023-07-25,9,0
4205,1132,17,2023-03-19,7,0
4206,351,17,2022-04-24,8,0
4207,257,5,2022-08-05,6,0
4208,851,10,2023-10-08,4,1
4209,1352,3,2023-01-17,2,0
4210,450,13,2024-05-28,9,0
4211,1001,5,2023-09-08,5,1
4212,183,13,2024-10-01,9,0
4213,110,18,2022-08-08,4,1
4214,663,19,2024-06-29,3,1
4215,219,3,2023-03-23,9,1
4216,384,19,2022-04-21,4,0
4217,1283,7,2022-12-10,8,1
4218,878,13,2022-01-20,5,0
4219,140,19,2023-01-26,10,0
4220,519,13,2023-10-28,9,0
4221,1467,20,2022-01-23,7,1
4222,671,9,2024-11-15,1,0
4223,79,9,2024-12-18,5,1
4224,113,10,2022-01-18,4,1
4225,393,9,2022-02-12,6,0
4226,874,7,2022-12-11,3,0
4227,1166,15,2023-04-14,4,1
4228,219,6,2022-03-06,1,1
4229,941,6,2023-09-25,10,1
4230,972,3,2023-07-09,1,0
4231,1313,16,2024-04-30,1,0
4232,51,20,2024-09-09,6,1
4233,287,3,2024-02-26,5,0
4234,679,19,2022-03-11,6,1
4235,49,13,2022-07-17,6,0
4236,778,16,2024-08-12,9,0
4237,724,4,2022-05-01,7,1
4238,1148,15,2022-10-24,5,0
4239,1239,11,2024-07-19,9,1
4240,1120,15,2022-12-12,9,0
4241,318,15,2022-02-16,8,1
4242,129,14,2023-04-01,9,1
4243,1186,16,2024-07-08,2,0
4244,517,1,2022-10-06,4,1
4245,68,7,2022-04-24,7,0
4246,549,11,2022-05-01,8,0
4247,66,13,2024-06-29,3,0
4248,17,6,2022-10-03,3,1
4249,1088,14,2023-04-23,4,1
4250,1482,7,2022-06-25,1,1
4251,1117,15,2022-10-11,4,1
4252,1346,8,2023-12-15,8,0
4253,83,9,2023-11-09,3,1
4254,282,13,2022-11-27,9,0
4255,948,17,2022-04-23,6,0
4256,1194,15,2022-11-14,5,0
4257,317,2,2024-12-31,10,1
4258,873,18,2024-01-06,2,1
4259,460,9,2024-05-19,5,0
4260,763,11,2022-12-21,9,1
4261,1200,1,2023-11-10,2,1
4262,341,2,2022-04-17,2,1
4263,1239,12,2023-01-10,7,1
4264,594,7,2023-09-14,6,1
4265,388,13,2023-06-08,4,1
4266,1335,3,2023-01-22,9,0
4267,659,7,2022-12-30,5,0
4268,337,4,2023-02-09,8,0
4269,515,14,2022-09-01,10,1
4270,591,14,2023-03-16,6,0
4271,303,5,2023-10-19,10,1
4272,1067,16,2022-04-28,1,1
4273,1059,2,2022-01-08,7,0
4274,1265,8,2023-08-17,5,1
4275,439,9,2023-01-28,8,0
4276,759,16,2022-12-28,3,1
4277,66,10,2022-03-26,4,1
4278,785,5,2023-09-30,8,0
4279,85,3,2023-11-10,10,1
4280,856,10,2022-04-04,5,0
4281,1119,1,2024-04-23,10,0
4282,1181,6,2023-01-15,2,0
4283,438,10,2024-03-16,3,1
4284,431,14,2024-08-23,10,0
4285,1453,12,2024-08-22,5,1
4286,640,10,2023-08-29,7,1
4287,110,7,2023-06-23,8,0
4288,520,15,2022-07-18,10,0
4289,1098,10,2022-11-10,10,1
4290,465,6,2024-09-10,2,0
4291,1125,1,2024-12-29,7,0
4292,599,14,2024-08-30,9,0
4293,20,3,2022-01-21,9,1
4294,265,3,2022-11-10,4,1
4295,1019,20,2024-12-14,5,1
4296,797,18,2024-04-27,9,1
4297,277,6,2024-11-19,8,0
4298,437,11,2022-05-11,2,1
4299,954,5,2022-02-23,5,1
4300,696,11,2022-11-18,4,1
4301,1338,12,2022-12-30,1,0
4302,310,4,2024-05-03,8,0
4303,81,8,2022-09-04,3,0
4304,1339,11,2024-11-21,5,1
4305,1102,4,2024-03-05,10,1
4306,968,5,2023-11-02,8,1
4307,297,11,2023-06-12,1,1
4308,1168,16,2024-02-13,1,0
4309,1131,18,2024-10-05,2,1
4310,1065,1,2023-04-26,7,1
4311,1282,11,2024-08-17,2,0
4312,168,3,2022-02-07,2,0
4313,98,3,2022-05-05,10,1
4314,292,8,2023-01-12,9,1
4315,1072,2,2023-04-15,7,1
4316,374,5,2024-12-31,6,1
4317,32,5,2024-02-10,1,0
4318,1238,14,2023-09-29,10,1
4319,290,11,2022-01-01,6,0
4320,853,7,2023-12-18,2,1
4321,184,4,2024-09-19,10,0
4322,1046,10,2022-01-08,3,0
4323,699,20,2022-07-20,4,0
4324,392,12,2022-06-14,5,1
4325,609,9,2023-08-30,4,0
4326,715,14,2023-12-07,9,1
4327,1244,14,2022-09-14,10,1
4328,1110,20,2024-11-11,7,0
4329,203,10,2024-05-07,5,1
4330,88,2,2022-12-21,4,0
4331,917,19,2022-10-01,5,0
4332,1090,15,2024-11-23,9,1
4333,58,17,2023-08-20,4,1
4334,178,14,2022-01-30,1,0
4335,1405,7,2023-11-28,2,1
4336,1408,9,2024-08-24,1,1
4337,886,11,2022-08-17,7,0
4338,1298,2,2022-04-10,4,1
4339,915,11,2023-11-03,3,0
4340,994,15,2024-01-19,6,1
4341,464,18,2023-01-28,8,1
4342,1048,1,2022-11-02,10,1
4343,1221,10,2023-10-24,10,1
4344,541,4,2024-11-07,5,1
4345,380,3,2022-03-20,3,1
4346,458,5,2024-10-14,6,1
4347,1424,3,2023-01-28,8,0
4348,1101,15,2022-02-21,9,0
4349,1008,7,2022-06-10,1,0
4350,769,15,2024-06-20,10,1
4351,470,20,2023-12-29,1,0
4352,384,13,2023-08-31,3,1
4353,492,12,2023-06-26,2,1
4354,64,7,2024-10-20,9,0
4355,992,9,2023-08-15,9,1
4356,996,10,2024-01-09,10,0
4357,1307,15,2022-01-04,9,0
4358,308,1,2024-08-20,1,0
4359,17,20,2024-07-20,6,1
4360,1493,11,2024-09-04,5,0
4361,673,2,2023-04-08,3,1
4362,458,18,2023-01-13,6,0
4363,53,18,2024-06-26,1,0
4364,996,16,2023-06-08,3,1
4365,1458,9,2023-05-30,4,0
4366,860,18,2022-02-27,10,0
4367,1458,7,2024-12-23,9,0
4368,596,10,2022-09-13,6,1
4369,752,8,2023-02-13,5,0
4370,1253,13,2023-05-11,5,0
4371,836,8,2023-10-19,7,1
4372,890,10,2023-02-13,7,1
4373,661,7,2024-03-27,9,0
4374,157,9,2022-01-19,8,0
4375,1431,20,2023-06-01,3,0
4376,836,4,2022-09-03,6,0
4377,1121,5,2022-07-20,8,0
4378,524,11,2023-11-06,10,0
4379,1241,15,2023-11-08,4,1
4380,995,4,2022-04-06,1,1
4381,985,14,2022-10-21,4,0
4382,1115,18,2022-11-24,4,0
4383,1363,20,2024-05-26,4,1
4384,599,14,2023-03-09,6,0
4385,709,18,2022-12-30,3,1
4386,578,19,2022-07-29,6,1
4387,1140,2,2023-11-30,6,0
4388,1144,19,2023-02-15,1,0
4389,232,17,2024-06-21,4,1
4390,1407,19,2024-08-27,3,0
4391,313,11,2022-05-14,8,1
4392,452,10,2022-11-21,10,1
4393,389,18,2024-05-31,2,1
4394,207,14,2024-01-26,3,1
4395,297,13,2023-12-03,9,0
4396,46,9,2022-08-29,8,1
4397,339,4,2024-05-06,9,1
4398,553,3,2024-08-21,8,1
4399,1002,16,2022-08-14,7,1
4400,500,2,2023-01-08,7,1
4401,1401,9,2024-12-12,1,0
4402,805,15,2022-03-25,8,0
4403,698,16,2024-08-16,9,0
4404,91,1,2023-05-24,3,0
4405,666,1,2023-04-18,3,0
4406,1043,11,2024-01-31,10,1
4407,1231,13,2023-12-15,4,1
4408,986,12,2024-04-29,7,1
4409,1425,5,2023-11-29,3,1
4410,703,4,2022-05-27,8,1
4411,398,20,2023-05-05,10,0
4412,1165,12,2024-10-30,6,0
4413,397,1,2023-02-22,8,0
4414,742,17,2023-05-26,5,1
4415,1258,10,2024-05-10,7,0
4416,536,3,2024-10-11,1,1
4417,377,19,2024-07-09,9,0
4418,1423,7,2022-01-15,7,1
4419,1425,13,2024-04-23,1,0
4420,748,13,2024-02-18,1,0
4421,382,8,2024-04-19,3,0
4422,1335,2,2023-06-26,9,1
4423,1459,13,2022-05-28,6,1
4424,212,10,2023-07-27,8,0
4425,569,9,2024-07-30,7,1
4426,1470,13,2023-02-19,6,0
4427,162,13,2024-05-03,5,1
4428,1289,3,2023-08-13,3,1
4429,272,10,2022-02-05,9,0
4430,513,5,2024-07-13,7,0
4431,1047,7,2024-06-15,10,1
4432,762,20,2024-05-28,8,1
4433,1160,15,2023-02-10,4,0
4434,878,17,2024-02-25,9,1
4435,602,7,2023-05-09,3,1
4436,764,12,2022-02-14,2,1
4437,1281,1,2023-01-27,10,1
4438,218,10,2023-04-20,7,1
4439,507,3,2022-09-10,10,0
4440,344,11,2023-11-01,7,1
4441,63,1,2024-10-26,3,0
4442,1084,14,2024-06-22,2,0
4443,1494,17,2024-05-10,3,1
4444,423,4,2024-03-17,9,0
4445,496,10,2024-05-11,7,0
4446,401,19,2023-05-30,1,1
4447,448,10,2023-02-07,7,0
4448,856,3,2022-05-13,5,0
4449,1274,16,2023-05-13,5,0
4450,261,13,2022-12-05,10,1
4451,178,17,2024-07-25,4,1
4452,427,15,2022-07-18,8,1
4453,405,6,2023-02-02,10,1
4454,939,9,2024-10-24,8,1
4455,1189,12,2023-11-20,3,1
4456,148,11,2024-06-14,4,0
4457,986,20,2023-05-28,4,1
4458,522,19,2022-10-19,3,1
4459,953,20,2022-06-16,9,1
4460,925,12,2022-10-08,5,0
4461,378,8,2022-10-20,8,1
4462,166,10,2024-03-09,6,0
4463,606,2,2022-11-19,8,0
4464,604,3,2022-03-24,9,0
4465,209,10,2022-06-30,10,0
4466,129,4,2022-01-06,9,0
4467,1205,17,2023-09-26,10,1
4468,650,4,2023-02-23,10,0
4469,1305,4,2023-02-18,2,0
4470,529,17,2023-09-14,5,1
4471,1383,11,2022-12-10,5,0
4472,1412,4,2022-11-11,10,1
4473,411,20,2024-11-20,1,1
4474,662,14,2024-08-24,4,1
4475,844,18,2023-06-01,7,0
4476,912,17,2024-07-17,9,0
4477,1186,10,2024-01-01,4,0
4478,289,18,2022-07-31,3,0
4479,1092,12,2024-11-04,8,0
4480,860,19,2022-11-23,9,1
4481,1409,20,2022-06-14,6,1
4482,46,9,2023-02-12,7,0
4483,439,4,2024-06-15,6,0
4484,613,6,2024-05-15,6,1
4485,118,13,2022-01-31,8,0
4486,763,7,2022-07-18,4,0
4487,718,6,2022-07-13,7,0
4488,885,7,2024-10-18,10,0
4489,633,13,2023-11-03,7,1
4490,465,11,2023-08-21,1,0
4491,748,14,2024-11-12,4,0
4492,614,2,2024-05-27,8,1
4493,65,18,2023-12-03,9,1
4494,1154,13,2024-11-08,5,0
4495,1276,11,2022-01-29,3,0
4496,606,12,2023-06-24,5,1
4497,25,18,2022-02-08,5,0
4498,598,13,2022-12-05,3,1
4499,1203,15,2023-10-08,1,0
4500,430,2,2023-02-21,5,0
4501,1110,2,2022-07-28,7,1
4502,27,11,2022-11-01,2,0
4503,590,20,2022-09-12,10,0
4504,701,18,2024-03-18,3,1
4505,168,17,2023-04-27,1,1
4506,1211,5,2022-02-05,4,1
4507,477,13,2023-04-16,5,1
4508,294,12,2024-04-20,1,1
4509,967,16,2022-12-14,7,0
4510,1037,17,2023-03-27,5,1
4511,1204,1,2022-05-17,4,0
4512,1107,12,2022-01-04,6,0
4513,1265,14,2024-08-16,8,1
4514,1386,14,2023-09-20,7,0
4515,620,14,2022-08-04,3,1
4516,634,14,2022-01-30,5,1
4517,619,3,2023-02-21,8,1
4518,431,8,2022-02-16,8,1
4519,268,12,2023-11-19,3,0
4520,1098,2,2022-11-01,9,1
4521,202,14,2024-09-01,3,1
4522,560,9,2024-01-31,10,1
4523,1076,11,2024-06-08,5,0
4524,1118,5,2022-08-29,9,0
4525,1032,20,2023-03-01,4,0
4526,755,2,2023-10-19,3,0
4527,436,13,2022-03-27,6,0
4528,705,19,2022-08-21,7,1
4529,1409,1,2022-11-13,7,1
4530,840,6,2023-08-01,5,0
4531,868,14,2022-08-21,4,1
4532,1432,8,2023-03-19,2,0
4533,731,10,2022-02-06,10,0
4534,1161,19,2023-07-03,6,0
4535,693,2,2024-03-06,3,1
4536,1300,9,2024-07-04,9,0
4537,996,20,2024-08-06,2,0
4538,1229,19,2023-09-11,9,1
4539,770,1,2023-01-21,9,0
4540,850,13,2024-11-28,2,1
4541,591,4,2022-01-01,4,0
4542,834,20,2023-06-23,7,1
4543,775,6,2024-03-01,9,1
4544,81,20,2022-11-16,10,1
4545,657,15,2022-09-28,2,1
4546,1492,10,2023-09-10,8,0
4547,1474,6,2023-06-07,1,1
4548,1210,13,2023-01-09,2,1
4549,475,6,2022-12-25,2,1
4550,850,2,2023-11-19,1,1
4551,448,10,2024-03-23,3,1
4552,724,14,2024-10-21,9,1
4553,1178,3,2023-02-08,4,1
4554,805,4,2024-10-29,7,1
4555,371,13,2022-11-25,7,1
4556,226,17,2024-09-12,1,0
4557,1498,6,2022-03-29,7,0
4558,1293,4,2022-01-06,5,0
4559,99,1,2024-10-30,1,0
4560,145,15,2022-06-22,3,0
4561,1132,20,2022-01-17,9,1
4562,902,16,2022-06-04,4,0
4563,62,19,2023-04-30,2,1
4564,1368,1,2024-03-08,7,1
4565,303,9,2023-07-15,8,1
4566,692,18,2022-10-16,1,0
4567,1166,5,2022-09-19,7,0
4568,813,13,2023-10-06,1,1
4569,995,3,2022-10-22,10,1
4570,191,17,2022-07-30,2,1
4571,766,8,2024-12-26,1,0
4572,728,17,2023-03-30,6,1
4573,1163,12,2022-09-09,3,0
4574,448,7,2024-03-07,1,0
4575,1464,7,2024-08-10,2,0
4576,23,1,2024-04-01,7,1
4577,822,1,2023-12-14,7,0
4578,1065,3,2024-09-14,6,0
4579,239,8,2024-10-01,10,0
4580,317,3,2023-10-15,6,0
4581,1386,5,2022-12-19,8,1
4582,1068,3,2022-02-26,6,0
4583,825,6,2023-12-26,1,0
4584,563,9,2023-10-14,1,0
4585,1476,11,2023-07-13,3,1
4586,1372,2,2022-06-27,10,0
4587,961,3,2024-08-05,3,1
4588,632,8,2024-12-08,2,1
4589,846,6,2024-04-07,5,1
4590,1139,16,2022-08-19,6,1
4591,343,17,2024-10-09,4,1
4592,1177,11,2024-12-17,4,0
4593,52,1,2022-04-21,9,1
4594,500,20,2024-01-14,8,0
4595,1209,6,2024-04-03,4,1
4596,1104,13,2023-08-19,10,1
4597,1456,9,2022-01-02,3,0
4598,361,15,2022-06-05,8,0
4599,1004,2,2022-01-18,10,0
4600,387,2,2022-06-29,2,1
4601,211,17,2024-03-26,7,0
4602,1305,20,2022-03-18,1,1
4603,373,3,2024-06-25,7,0
4604,966,2,2022-01-13,10,0
4605,902,5,2023-07-17,10,0
4606,516,9,2023-04-03,3,1
4607,774,18,2022-07-31,8,0
4608,224,15,2022-10-14,1,0
4609,1169,8,2023-08-08,6,0
4610,169,10,2024-01-01,7,1
4611,1350,6,2022-05-02,6,1
4612,397,6,2023-03-07,10,1
4613,1122,5,2024-09-12,10,0
4614,1467,14,2023-07-22,10,1
4615,358,19,2023-04-05,5,0
4616,1175,17,2023-10-23,3,1
4617,219,12,2024-04-28,2,0
4618,192,3,2022-10-28,4,0
4619,1301,13,2022-01-28,8,0
4620,593,13,2024-12-06,5,1
4621,1040,17,2023-05-02,6,1
4622,235,10,2023-11-19,8,1
4623,1233,1,2024-06-12,10,1
4624,641,17,2024-04-16,4,1
4625,878,9,2024-09-28,10,0
4626,1382,9,2022-04-14,10,1
4627,513,8,2023-04-08,9,0
4628,768,5,2022-01-15,7,0
4629,1067,15,2022-11-10,10,0
4630,831,15,2024-11-03,7,0
4631,277,12,2024-09-29,9,0
4632,1398,16,2024-07-09,3,0
4633,562,4,2023-11-27,10,1
4634,335,4,2022-05-14,5,0
4635,700,7,2022-07-06,4,0
4636,615,14,2023-11-27,1,1
4637,946,3,2024-01-06,5,0
4638,49,12,2024-03-17,1,1
4639,277,13,2023-08-11,10,0
4640,924,12,2024-01-21,6,0
4641,700,8,2024-04-26,1,0
4642,903,7,2023-11-28,5,0
4643,1290,13,2022-12-18,3,0
4644,280,8,2023-08-28,1,0
4645,245,11,2023-06-20,4,0
4646,762,19,2022-10-01,3,1
4647,162,15,2023-07-15,1,0
4648,1463,5,2024-04-21,10,1
4649,981,15,2022-09-28,3,0
4650,769,2,2022-06-19,1,0
4651,234,4,2022-03-18,3,1
4652,707,15,2022-06-03,9,1
4653,117,14,2022-11-06,10,0
4654,1352,3,2024-02-02,1,0
4655,1299,1,2023-05-26,1,0
4656,1270,3,2023-01-06,6,1
4657,423,20,2022-07-04,6,0
4658,1409,8,2024-10-25,1,0
4659,445,2,2023-08-23,5,1
4660,1245,18,2023-03-25,1,0
4661,590,11,2023-09-20,8,1
4662,900,20,2024-04-09,4,0
4663,308,7,2024-06-18,3,1
4664,84,4,2022-05-22,10,1
4665,216,20,2023-01-21,6,0
4666,595,11,2022-01-12,3,1
4667,960,4,2024-03-01,9,0
4668,248,8,2023-11-22,10,0
4669,689,9,2024-03-10,6,0
4670,832,11,2022-03-31,10,1
4671,758,13,2022-11-03,8,1
4672,907,9,2022-04-13,8,0
4673,775,11,2022-08-22,1,1
4674,194,6,2024-04-02,8,0
4675,932,3,2023-11-23,9,1
4676,335,10,2024-03-13,8,0
4677,1426,1,2023-06-02,6,0
4678,389,13,2022-02-23,4,0
4679,409,9,2022-04-12,4,1
4680,614,5,2024-01-28,3,1
4681,786,6,2024-12-07,10,1
4682,1406,9,2023-09-29,1,1
4683,1446,7,2022-06-13,7,1
4684,1356,2,2022-11-12,4,0
4685,1054,13,2022-09-20,5,1
4686,1106,12,2022-01-23,7,0
4687,1101,2,2022-02-26,6,1
4688,343,6,2023-08-20,10,1
4689,360,2,2023-07-17,1,0
4690,1300,4,2022-07-27,10,0
4691,362,10,2022-01-01,6,1
4692,251,17,2023-10-25,4,1
4693,666,7,2022-11-23,10,1
4694,1433,13,2022-05-23,8,0
4695,294,8,2023-04-26,10,1
4696,277,12,2022-10-28,10,0
4697,215,20,2023-07-25,9,0
4698,753,14,2022-06-18,10,1
4699,94,20,2023-12-04,6,1
4700,393,13,2024-08-28,10,1
4701,135,2,2022-06-29,9,1
4702,693,8,2023-07-31,3,0
4703,1160,18,2024-06-30,3,1
4704,1194,1,2022-12-28,5,1
4705,1484,18,2023-03-05,6,1
4706,54,4,2023-02-08,2,0
4707,1242,10,2022-09-01,5,0
4708,209,5,2023-03-09,7,0
4709,753,6,2022-04-11,6,1
4710,396,19,2022-08-21,2,1
4711,539,14,2024-06-05,9,1
4712,7,11,2023-05-26,7,0
4713,822,7,2022-12-26,4,0
4714,1146,16,2024-12-27,5,1
4715,1431,8,2022-05-10,1,0
4716,1164,17,2022-04-12,8,1
4717,500,17,2023-11-16,9,0
4718,272,6,2023-09-18,2,0
4719,897,17,2023-12-12,1,0
4720,1374,15,2024-04-05,6,0
4721,1153,14,2022-10-29,1,0
4722,1364,5,2022-07-18,10,1
4723,1382,14,2022-09-06,5,1
4724,1491,17,2024-02-18,1,1
4725,868,1,2024-07-26,6,1
4726,916,11,2022-02-23,7,0
4727,507,12,2023-07-21,6,0
4728,1089,2,2023-05-16,1,1
4729,121,4,2023-01-12,10,1
4730,1471,1,2022-08-16,9,0
4731,668,7,2023-05-16,6,0
4732,701,19,2023-10-03,10,1
4733,525,1,2022-04-06,4,1
4734,790,11,2022-03-04,4,1
4735,1058,11,2023-01-17,2,0
4736,565,2,2023-01-18,3,1
4737,247,15,2024-09-04,8,1
4738,1370,4,2022-11-10,2,1
4739,1400,1,2022-06-13,2,1
4740,578,11,2022-11-09,6,1
4741,822,1,2022-01-15,7,0
4742,14,13,2023-05-28,5,1
4743,1272,4,2022-07-05,3,1
4744,1446,11,2022-09-10,5,0
4745,352,20,2024-07-24,8,0
4746,471,17,2023-03-18,8,0
4747,1484,19,2022-05-26,1,1
4748,1285,12,2024-07-06,10,1
4749,1174,11,2024-05-01,7,0
4750,820,1,2024-02-29,1,0
4751,748,16,2022-11-04,2,1
4752,761,13,2022-01-31,9,1
4753,884,17,2022-09-30,8,0
4754,1488,14,2024-03-31,5,0
4755,349,15,2023-05-20,1,1
4756,318,7,2023-09-07,6,1
4757,1249,16,2024-03-09,10,1
4758,1074,13,2022-03-18,6,1
4759,1325,3,2023-07-10,5,0
4760,1034,4,2024-05-04,8,1
4761,318,20,2022-12-20,5,0
4762,768,15,2024-10-01,4,0
4763,856,2,2022-11-05,3,1
4764,778,3,2024-10-08,1,0
4765,1441,14,2023-04-22,9,1
4766,745,8,2023-07-16,4,0
4767,1395,13,2024-10-23,7,0
4768,839,20,2023-08-22,7,0
4769,1102,17,2023-08-22,7,1
4770,235,12,2023-05-28,5,0
4771,1472,15,2023-11-10,3,0
4772,388,6,2022-10-30,10,0
4773,4,18,2024-04-09,1,0
4774,1450,7,2022-11-07,5,1
4775,1293,10,2023-04-26,3,1
4776,1374,12,2022-01-13,10,1
4777,433,19,2022-09-21,8,1
4778,155,19,2022-06-07,3,1
4779,172,1,2024-04-23,2,0
4780,1467,5,2023-02-27,7,0
4781,309,12,2023-05-10,8,0
4782,1060,11,2023-06-05,8,1
4783,1338,15,2024-08-16,3,0
4784,1199,14,2022-11-18,5,1
4785,1422,6,2024-03-07,6,1
4786,488,20,2024-09-03,5,1
4787,26,6,2022-08-03,2,0
4788,1336,19,2023-06-12,10,1
4789,759,16,2022-07-01,9,0
4790,894,15,2023-09-14,2,1
4791,626,2,2022-12-17,1,0
4792,1034,10,2022-04-30,7,0
4793,665,19,2022-12-08,3,0
4794,1494,14,2022-11-25,4,0
4795,1271,3,2023-05-10,10,0
4796,1001,6,2024-02-07,2,0
4797,607,17,2023-07-04,4,0
4798,543,10,2022-05-13,3,0
4799,848,16,2023-09-09,5,1
4800,100,3,2024-03-09,5,0
4801,1465,1,2022-10-29,4,0
4802,1103,17,2023-02-20,10,0
4803,838,10,2022-04-22,2,1
4804,121,6,2024-10-29,6,0
4805,1408,17,2024-11-18,4,0
4806,491,12,2022-05-11,3,1
4807,1442,16,2024-04-22,3,0
4808,43,16,2022-02-15,1,0
4809,1048,5,2023-07-10,6,0
4810,916,17,2022-05-16,9,1
4811,897,18,2022-11-16,9,0
4812,1080,15,2024-01-01,3,1
4813,275,12,2024-11-18,5,0
4814,603,1,2022-03-05,10,0
4815,304,7,2023-09-12,3,0
4816,1276,15,2023-04-16,4,1
4817,191,7,2022-01-31,7,1
4818,800,12,2023-06-19,1,1
4819,722,3,2023-07-23,7,0
4820,1105,2,2024-01-25,5,0
4821,365,15,2023-11-29,3,1
4822,351,17,2023-04-04,9,0
4823,41,14,2022-10-02,4,0
4824,222,10,2024-06-28,6,1
4825,1224,18,2023-06-05,10,1
4826,458,12,2022-03-03,5,0
4827,248,16,2022-08-16,4,0
4828,1479,8,2023-08-02,2,1
4829,810,16,2022-10-06,2,1
4830,1231,11,2022-12-19,2,1
4831,745,3,2024-01-08,9,0
4832,300,6,2024-10-14,2,1
4833,516,12,2023-02-21,4,1
4834,79,12,2024-02-04,9,1
4835,230,13,2022-02-05,4,1
4836,98,14,2023-12-28,7,1
4837,1210,5,2023-04-19,8,0
4838,1076,19,2022-09-17,3,0
4839,220,12,2024-11-27,1,0
4840,91,5,2022-01-12,8,0
4841,1144,11,2024-01-09,1,1
4842,1122,2,2024-04-18,9,1
4843,447,13,2023-04-04,9,0
4844,264,11,2024-10-25,9,0
4845,1004,2,2023-05-09,6,0
4846,858,4,2023-03-13,10,0
4847,130,14,2024-01-16,2,0
4848,267,2,2022-01-09,4,1
4849,479,8,2023-01-05,2,0
4850,757,16,2022-08-18,1,0
4851,223,2,2024-08-28,9,0
4852,291,10,2023-05-21,4,1
4853,570,8,2022-11-30,9,1
4854,1270,6,2024-09-28,3,0
4855,780,20,2024-05-07,8,1
4856,1470,8,2023-04-03,9,0
4857,1058,8,2023-07-28,7,0
4858,307,8,2023-04-22,9,1
4859,999,8,2024-07-15,4,0
4860,919,20,2024-01-06,10,1
4861,705,4,2024-12-01,3,0
4862,1350,15,2023-05-08,6,0
4863,825,20,2023-05-28,2,0
4864,1411,11,2023-06-24,3,0
4865,160,2,2022-11-17,4,1
4866,1361,8,2023-05-31,4,0
4867,1373,6,2024-03-03,7,1
4868,754,15,2022-02-13,5,0
4869,1303,2,2024-12-28,8,1
4870,823,16,2024-06-03,1,0
4871,1392,5,2024-02-25,10,1
4872,346,9,2023-07-06,8,1
4873,70,8,2022-03-12,5,1
4874,1463,10,2024-03-15,8,0
4875,812,18,2024-04-12,10,0
4876,161,8,2024-05-26,5,0
4877,291,20,2024-03-18,5,1
4878,28,20,2022-12-23,2,0
4879,789,12,2022-01-29,3,0
4880,1003,2,2022-03-22,9,1
4881,1461,6,2023-09-02,9,1
4882,1068,1,2022-02-24,7,1
4883,381,2,2022-09-16,2,0
4884,472,1,2023-06-27,2,1
4885,349,4,2024-06-09,5,0
4886,775,3,2023-01-23,8,0
4887,696,4,2024-10-10,5,0
4888,578,15,2022-03-25,5,1
4889,1197,6,2023-09-20,1,0
4890,1479,5,2023-12-26,7,1
4891,1155,2,2023-04-04,8,0
4892,523,15,2022-10-10,9,1
4893,801,10,2023-07-09,9,1
4894,1142,13,2022-05-31,7,0
4895,605,2,2022-11-06,10,0
4896,1384,13,2022-06-29,7,1
4897,263,11,2023-07-29,10,1
4898,572,15,2022-10-25,1,1
4899,314,1,2022-03-07,9,0
4900,378,1,2022-06-03,8,0
